Station code,water_bodies,Station name,District,RO,Responsible Zonal Lab,Monitoring date,Sampling time,Use of Water in Downstream,Human activities,Major polluting,Visible Effluent,Weather,Depth (mtrs.),Floating matter,Colour,Odour,Flow (m3/Sec),Water Temp. (OC),DO (mg/L),pH,Conductivity (mS/cm),BOD (mg/L),Nitrate,Nitrite-N (mg/L),Fecal Coliform (MPN/100ml),Total Coliform (MPN/100ml),Faecal streptococci,Saprobity index,Diversity index,P/R Ratio,Turbidity (NTU),Phen-Alk. (mg/L),Total Alk. (mg/L),Chloride (mg/L),COD (mg/L),TKN (mg/L),Ammonia,Free Ammonia  (mg/L),Hardness (mg/L),Calcium Carbonate as CaCO3,Calcium as Ca+2(mg/L),Magnesium Carbonate as CaCO3,Magnesium as Mg+2(mg/L),Sulphate (mg/L),Sodium (mg/L),TDS (mg/L),TFS (mg/L),TSS (mg/L),Total Phosphate (mg/L),Ortho Phosphate (mg/L),Boron (mg/L),Potassium (mg/L),Fluoride (mg/L),sodium %,SAR,,,
4237,Lakes & Tanks ,Mundla Katwa Lake,Medchal Malkajgiri,Warangal,07.10.2023,07.30 am,others,others,sewage,none,sunny,Greater than 100mts,no,brown,septic,,26,1.66,5.8,6.98,646,1.2,4.12,,17,220,2,,,,14,5,145,78,39,1.5,0.4,,155,95,38,60,14.58,38,,388,240,8,0.62,,0.5,,0.98,,,10.0,135.0,
4667,Lakes & Tanks ,"Surram Cheruvu (Palle Cheruvu), Bandlaguda (V), Bandlaguda (new mandal)",Hyderabad,Hyderabad,Warangal,06.10.2023,10.15 AM,others,others,sewage,none,clear,Greater than 100 cm,no,grey,odourfree,,27,0.3,7.46,1780,6,5.8,,48,920,11,,,,18,5,355,248,55,5.6,2.2,,426,262,104.8,164,48,87,,1102,910,22,1.22,,0.5,,1.62,,,10.0,345.0,
4668,Lakes & Tanks ,"Chinnarayan Cheruvu, Alwal (V)",Medchal Malkajgiri,Medchal,Warangal,06.10.2023,01.00 pm,others,others,sewage,none,clear,Greater than 50 cm,yes,light green,septic,,27.6,0.3,6.87,1407,6.2,6.24,,27,540,6,,,,22,5,370,140,70,7,2.96,,380,230,92,150,36.45,88,,888,600,18,2.52,,0.5,,1.28,,,,,
4669,Lakes & Tanks ,"Pedda Cheruvu, Gangaram (V), Serilingarampally (New Mandal)",Rangareddy,zl-wgl,Warangal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4671,Lakes & Tanks ,"Medi Kunta, Guttala begumpet (V)",Rangareddy,Ranga Reddy-I,Warangal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4672,Lakes & Tanks ,"Medi Kunta (Wipro Lake), Nanakramguda",Rangareddy,RO-R.R-I,Warangal,05.10.2023,12.00 pm,others,gardening,sewage,none,sunny,1mts,none,light green,septic,,29,5.8,7.24,861,1.4,4.56,,17,430,4,,,,23,5,190,103,24,1.5,0.4,,200,125,50,75,18.22,64,,516,400,16,0.85,,0.5,,0.73,,,,,
4673,Lakes & Tanks ,Medikunta lake (BK Enclave),Rangareddy,Ranga Reddy-I,Warangal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4674,Lakes & Tanks ,"Meedi Kunta, Hafeezpet (V), Serlingampally",Rangareddy,Ranga Reddy-I,Warangal,05.10.2023,,others,others,sewage,nil,rainy,Greater than 50 m,yes,light green,septic,,25,5.4,7.17,592,5.2,1.8,,Less than 1.8,32,Less than 1.8,,,,8,5,162,62,28,1.5,0.4,,180,94,37.6,86,20.9,22,,364,242,10,1.02,,0.5,,0.65,,,,,
4676,Lakes & Tanks ,"Banda Cheruvu, Malkajigiri (V),Malkajigiri (new mandal)",Medchal Malkajgiri,Medchal,Warangal,06.10.2023,10.15 am,others,others,municipal sewage,domestic effluents,clear,Less than 50 cm,yes,light green,septic,,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4677,Lakes & Tanks ,"Lingam Cheruvu, Suraram (V), Quthubullapur",Medchal Malkajgiri,Medchal,Warangal,05.10.2023,01.00 pm,others,others,municipal sewage,domestic effluents,clear,Less than 50 cm,yes,green,septic,,28,0.3,6.86,1504,8.6,14.82,,27,540,6,,,,20,5,350,154,74,7,2.82,,365,225,90,140,34.02,95,,958,700,15,3.54,,0.5,,1.42,,,,,
4678,Lakes & Tanks ,"Patel Cheruvu, Nacharam, Medchal-Malkajigiri District.",Rangareddy,Ranga Reddy-I,Warangal,06.10.2023,08.00 am,others,others,municipal sewage,domestic effluents,cleat,Greater than 100 cm,yes,brown,septic,,27,0.3,7.44,1136,6.8,4.8,,41,540,14,,,,16,5,220,167,98,8.4,2.3,,262,170,68,92,22.36,108,,704,440,22,2.84,,0.58,,0.68,,,,,
4679,Lakes & Tanks ,HUDA Park Lake,Rangareddy,Ranga Reddy-I,Warangal,05.10.2023,10.00 am,others,others,none,no,clear,Greater than 100 cm,no,light brown,odourless,,28,0.3,8.1,1905,6.2,3.1,,33,920,24,,,,18,5,324,269,89,16.8,2.8,,492,290,116,202,49.09,144,,1090,840,28,2.14,,0.56,,1.5,,,,,
4683,Lakes & Tanks ,"Pedda cheruvu, Madikonda",Warangal,Warangal,Warangal,06.10.2023,11.55 am,irrigation,others,dometic sewage,none,clear,50 to 100 cm,yes,pale green,odourfree,,28,1.8,7.39,555,5.4,1.6,,17,210,1.8,,,,8,5,155,60,74,3.6,0.4,,200,125,50,75,18.22,24,,340,200,16,2.19,,0.5,,0.99,,,,,
4684,Lakes & Tanks ,Campus Lake Icrisat,Sangareddy,Sangareddy-I,ZL-RCP,2023-10-07 00:00:00,10:00:00,None,None,Domestic waste water  from Ramachandrapuram Residential area,Sewage,Clear,4 mtrs,None,Clear,None,Low,24 oC,6.5,7.03,738,3.9,22,0.1,5.9,79,5.6,,,,3.2,20,140,96,26,8,,,215,135,54,80,19,34,20,435.42,309.15,8,,0.16,BDL,5.8,0.42,16.4,0.52,,,
4685,Lakes & Tanks ,Surisigal Lake Icrisat,Sangareddy,Sangareddy-I,ZL-RCP,2023-10-07 00:00:00,10:15:00,None,None,Domestic waste water  from Ramachandrapuram Residential area,Sewage,Clear,4 mtrs,None,Clear,None,Low,24 oC,6,7.75,983,3.5,33,0.07,7.8,110,6.8,,,,3,22,200,129,28,10,,,280,190,76,90,22,65,38,579.97,411.78,8,,0.11,BDL,8.5,0.41,22.02,0.84,,,
4686,Lakes & Tanks ,Icrisat Lake,Sangareddy,Sangareddy-I,ZL-RCP,2023-10-07 00:00:00,10:30:00,None,None,Domestic waste water  from Tellapur Residential area,Sewage,Clear,4 mtrs,None,Clear,None,Low,25 oC,5.9,8.01,980,3.3,32,0.14,7.4,110,6.1,,,,3.3,24,245,120,36,8,,,285,175,70,110,26,49,35,578.2,410.52,9,,0.14,BDL,8.4,0.31,20.56,0.8,,,
4687,Lakes & Tanks ,Red Lake Icrisat,Sangareddy,Sangareddy-I,ZL-RCP,2023-10-07 00:00:00,10:45:00,None,None,Domestic waste water  from HIG & MIG Residential area,Sewage,Clear,3 mtrs,None,Light Green,None,Low,25 oC,6,6.83,1090,3.7,38,0.14,8.2,120,6,,,,4,26,225,134,42,9,,,315.23,200,80,115.23,28,59,36,643.1,456.6,10,,0.15,BDL,6.5,0.61,19.41,0.77,,,
4689,Lakes & Tanks ,"Sunnam Kunta, Jubille hills",Hyderabad,Hyderabad,Warangal,06.10.2023,12.22 pm,others,others,none,none,clear,app 2 mts,dark green,clear,odourless,,25,0.3,6.72,472,6,6.2,,22,350,8.1,,,,17,5,110,66,43,10,4.4,,124,74,29.6,50,12.15,20,,298,180,20,1.86,,0.5,,1.82,,,10.0,100.0,
4690,Lakes & Tanks ,"Banjara Kunta (Singadi Kunta), Shaikpet",Hyderabad,Hyderabad,Warangal,06.10.2023,08.00 am,others,others,domestic sewage,no,clear,app 1 mts,yes,dark green,odourless,,26,0.3,7.22,1648,10,3.8,,27,920,11,,,,20,5,385,212,116,10,2.8,,388,240,96,148,35.96,84,,1022,640,26,1.98,,0.5,,1.17,,,10.0,375.0,
4691,Lakes & Tanks ,"Nagole Cheruvu, Uppal Malkajigiri District.",RR-shamshabad,Ranga Reddy-I,Warangal,06.10.2023,08.55 am,others,others,none,no,clear,Greater than 100 cm,no,green,odourless,,28,0.3,7.57,1244,6.2,4.2,,21,430,12,,,,11,5,242,168,65,10,1.6,,322,210,84,112,27.22,89,,766,560,27,2.22,,0.55,,1.12,,,10.0,232.0,
4692,Lakes & Tanks ,"Ramanthapur Pedda Cheruvu, Medchal-Malkajigiri District.",Medchal Malkajgiri,Ranga Reddy-I,Warangal,06.10.2023,08.20 am,others,others,municipal sewage,domestic effluents,clear,Greater than 100 cm,no,light brown,septic,,28,0.3,7.37,1203,6.2,5.3,,21,540,12,,,,19,5,210,159,78,5.6,1.6,,286,158,63.2,128,31.1,104,,758,480,33,2.16,,0.5,,1.22,,,10.0,200.0,
4693,Lakes & Tanks ,"Patel Cheruvu, Madeenaguda, Miyapur",Medchal Malkajgiri,Ranga Reddy-I,Warangal,05.10.2023,,Others,others,sewage,nik,rainy,Greater than 50 m,no,lightgreen,odourless,,,0.3,7.04,1295,6.4,6.4,,9,430,2,,,,18,5,330,108,96,6.72,1.84,,335,175,70,160,38.88,94,,826,560,20,3.41,,0.5,,1.14,,,10.0,320.0,
4694,Lakes & Tanks ,"Mullakatwa Cheruvu, Hi Tech City, Madhapur,",Medchal Malkajgiri,RO-R.R-I,Warangal,07.10.2023,07.30 am,others,others,sewage,none,sunny,Greater than 100mts,no,brown,septic,,26,5.8,6.98,646,1.2,4.12,,17,220,2,,,,14,5,145,78,39,1.5,0.4,,155,95,38,60,14.58,38,,388,240,8,0.62,,0.5,,0.98,,,,,
4695,Lakes & Tanks ,"Khaja Kunta, Kukatpally (V)",Medchal Malkajgiri,RR-II,Warangal,,,,,,,,,,,,,,Under Maintaince,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Under Maintaince
4696,Lakes & Tanks ,"Parki Cheruvu, Kukatpally (V), Balanagar",Medchal Malkajgiri,RR-II,Warangal,06.10.2023,02.24 pm,Others,others,municipal sewage,domestic effluents,clear,Greater than 50 m,yes,light green,septic,,22,0.3,6.9,1328,8,10.82,,21,430,4,,,,18,5,320,142,74,7,1.58,,335,205,82,130,31.59,88,,834,600,22,2.86,,0.5,,1.38,,,10.0,310.0,
4697,Lakes & Tanks ,"Mukkidi Cheruvu (Ramakrishnapuram Lake), Malkajigri",Medchal Malkajgiri,RR-II,Warangal,,,,,,,,,,,,,,Under Maintaince,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Under Maintaince
4698,Lakes & Tanks ,"Mannevari Kunta, Machabollaram (V), Alwal",Medchal Malkajgiri,RR-II,Warangal,,,,,,,,,,,,,,Not  collected due to no access,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not  collected due to no access
4699,Lakes & Tanks ,"Kaprai Cheruvu, RamanthpurMedchal-Malkajigiri District.",RR-shamshabad,Ranga Reddy-I,Warangal,06.10.2023,10.45 am,fishing,fishing,none,none,clear,Greater than 100 cm,no,clear,odourless,,28,4.9,7.72,552,3,3,,12,220,2,,,,11,5,92,78,16,2.8,0.4,,128,82,32.8,46,11.18,48,,342,220,12,1.66,,0.5,,0.42,,,10.0,82.0,
4700,Lakes & Tanks ,"Large tank,/ Saroornagar, Rangareddy District.",RR-shamshabad,Ranga Reddy-I,Warangal,06.10.2023,10.50 am,others,others,municipal sewage,domestic effluents,clear,Greater than 100 cm,no,yellowish brown,septic,,27,5,7.27,512,2.4,11,,31,540,13,,,,8,5,62,88,23,4.2,0.4,,90,56,22.4,34,8.26,48,,302,160,14,2.92,,0.5,,0.61,,,10.0,52.0,
4701,Lakes & Tanks ,"Lingam kunta lake Chandanagar,Serilingampally, Rangareddy (Dist)",Rangareddy,Ranga Reddy-I,Warangal,07.10.2023,08.15 am,others,Others,domestic sewage,none,sunny,Less than 50 cm,no,black,septic,,26,2.6,7.18,1230,4.2,5.68,,17,430,4,,,,18,5,305,147,43,4.2,0.64,,315,190,76,125,30.38,92,,750,580,13,1.84,,0.5,,0.89,,,10.0,295.0,
4702,Lakes & Tanks ,"Pedda Cheruvu - Khaja guda, Khajaguda (V), Serlingampally (new mandal)",Rangareddy,Rangareddy-I,"Central lab, Hyderabad",,,,,,,,,,,,,,Not submitted by RO/RR-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not submitted by RO/RR-1
4703,Lakes & Tanks ,"Bulbul kunta, Lakshmiguda, rajendranagar",Rangareddy,Ranga Reddy-I,Warangal,,,,,,,,,,,,,,0.3,7.56,1277,6,2.8,,58,540,3.6,,,,22,5,230,210,58,6.7,6,,430,252,100.8,178,43.25,78,,766,740,36,1.88,,0.5,,1.26,,,10.0,220.0,
4704,Lakes & Tanks ,"Pedda Cheruvu, Mansoorabad, Saroornagar, Rangareddy District.",Rangareddy,Ranga Reddy-I,Warangal,06.10.2023,09.40 am,others,others,none,none,clear,Greater than 100cm,no,green,odourless,,27,0.3,7.3,980,6.2,9,,46,430,17,,,,15,5,184,130,76,17.9,4.4,,272,168,67.2,104,25.27,76,,604,460,17,2.06,,0.54,,0.9,,,10.0,174.0,
4705,Lakes & Tanks ,"Kotha Cheruvu (Alwal Cheruvu), Alwal (V),",Medchal Malkajgiri,Medchal,Warangal,06.10.2023,01.20 pm,others,others,municipal sewage,domestic effluents,clear,Less than 50 cm,yes,light green,septic,,27,0.3,7.2,1771,8,10.28,,32,540,14,,,,18,5,460,196,121,8.4,3.26,,480,295,118,185,44.95,123,,1116,900,15,2.96,,0.5,,1.34,,,10.0,450.0,
5029,Lakes & Tanks ,"Mohini Cheruvu, Amberpet, Hyderabad",Hyderabad,Hyderabad,Warangal,,,,,,,,,,,,,,Not collected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not collected
5030,Lakes & Tanks ,"Naya Quila Talab, Golconda, Hyderabad",Hyderabad,Hyderabad,Warangal,06.10.2023,10.45 am,others,others,domestic sewage,none,clear,app 5 m,no,green,odourless,,26,1,7.28,1287,5,4.6,,63,920,8.1,,,,16,5,325,178,43,8.9,0.5,,380,186,74.4,194,47.14,38,,824,480,14,1.96,,0.5,,1.46,,,10.0,315.0,
5031,Lakes & Tanks ,"Erra Kunta, Shaikpet, Hyderabad",Hyderabad,Hyderabad,Warangal,,,,,,,,,,,,,,Not collected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not collected
5032,Lakes & Tanks ,"Kotha Cheruvu, Shaikpet, Hyderabad",Hyderabad,Hyderabad,Warangal,06.10.2023,04.30 pm,others,others,domestic sewage,none,clear,app 5 m,yes,green,odourless,,27,1,7.42,1440,5,5.2,,21,540,12,,,,24,5,320,184,43,4.48,1.6,,345,210,84,135,32.8,82,,892,560,24,2.14,,0.5,,1.22,,,10.0,310.0,
5033,Lakes & Tanks ,"Shatham Talab, Shaikpet, Hyderabad",Hyderabad,Hyderabad,Warangal,,,,,,,,,,,,,,Not collected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not collected
5034,Lakes & Tanks ,"Shikari Kunta, Shaikpet, Hyderabad",Hyderabad,Hyderabad,Warangal,06.10.2023,09.10 am,others,others,none,none,clear,none ,green,pale green,odourless,,27,0.3,7.37,1044,6.2,4.8,,26,240,2,,,,14,5,265,112,51,5.6,2.2,,286,162,64.8,124,30.13,48,,668,400,18,2.32,,0.5,,1.17,,,10.0,255.0,
5035,Lakes & Tanks ,"Bathur Kunta, Shaikpet, Hyderabad",Hyderabad,Hyderabad,Warangal,06.10.2023,01.45 pm,others,others,none,none,clear,none ,yes,green,odourless,,27,4.8,7.32,1126,2,5.2,,27,430,6,,,,22,5,285,142,32,6.7,2.2,,325,160,64,165,40.09,42,,698,420,17,2.2,,0.5,,1.19,,,10.0,275.0,
5036,Lakes & Tanks ,"Ramana Cheruvu,Boinpally, Thirumalagiri, Medchal-Malkajgiri Dist.",Medchal Malkajgiri,Medchal,Warangal,06.10.2023,02.30 pm,Others,others,domestic sewage,none,clear,Greater than 50 cm,yes,green,septic,,28,0.3,6.88,734,6.2,5.61,,14,280,4,,,,12,5,150,102,74,4.2,1.94,,160,95,38,65,15.79,54,,440,310,11,1.16,,0.5,,0.85,,,10.0,140.0,
5037,Lakes & Tanks ,"Thirumalagiri Tank, Thirumalagiri, Medchal-Malkajgiri Dist.",Medchal Malkajgiri,Medchal,Warangal,06.10.2023,02.00 pm,others,others,municipal sewage,domestic effluents,clear,Greater than 50 to 100 cm,yes,black,septic,,26,0.3,7.01,1618,8,6.94,,32,540,9.2,,,,19,5,420,176,124,7,2.96,,430,265,106,165,40.09,109,,1004,850,15,2.98,,0.5,,1.04,,,10.0,410.0,
5038,Lakes & Tanks ,"Salkam Cheruvu, Bandlaguda, Hyderabad",Hyderabad,Hyderabad,Warangal,06.10.2023,03.45 pm,others,others,sewage,none,clear,10 -15 mtrs,no,green,septic,,27,0.5,7.39,1942,7,7.2,,23,540,10,,,,21,5,375,285,59,8.4,1.6,,440,286,114.4,154,37.42,120,,1224,780,16,2.42,,0.5,,1.34,,,10.0,365.0,
5039,Lakes & Tanks ,"DMRL, Lake, Kanchanbagh, Hyderabad",Hyderabad,Hyderabad,Warangal,06.10.2023,05.30 pm,others,others,domestic sewage,none,clear,app 5to 6 m,yes,green,odourless,,27,0.3,7.06,1556,10,4.2,,40,350,14,,,,16,5,248,94,95,9.4,2.8,,366,230,92,136,33.05,32,,964,580,18,0.98,,0.5,,1.12,,,10.0,238.0,
5040,Lakes & Tanks ,"Bandlaguda Cheruvu, Bandlaguda, Uppal, Medchal Dist.",Medchal Malkajgiri,Ranga Reddy-I,Warangal,06.10.2023,09.25 am,others,others,municipal sewage,domestic effluents,clear,Greater than 100 cm,yes,yellowish brown,septic,,29,0.3,7.37,1212,8,6.7,,33,350,17,,,,18,5,236,162,97,14.5,2.2,,330,206,82.4,124,30.13,92,,744,540,36,3.16,,0.5,,0.72,,,,,
5041,Lakes & Tanks ,"Pathulguda, Uppal, Medchal Dist.",Medchal Malkajgiri,Ranga Reddy-I,Warangal,06.10.2023,09.10 am,"fishing,others",fishing,none,none,clear,Greater than 100 cm,no ,none ,odourless,,28,0.3,8.21,1142,8,8.2,,40,920,21,,,,14,5,192,168,88,16.8,5.6,,292,182,72.8,110,26.73,84,,724,530,12,3.04,,0.6,,0.48,,,,,
5042,Lakes & Tanks ,"Yellamma Cheruvu, Kukatpally, Medchal- Malkajgiri Dist.",Medchal Malkajgiri,Medchal,Warangal,05.10.2023,05.21 pm,others,others,municipal sewage,domestic effluents,clear,Greater than 50 to 100 cm,yes,light green,septic,,26,0.3,7.14,1402,16,12.28,,27,430,4,,,,16,5,310,160,159,7,2.12,,325,195,78,130,31.59,92,,906,800,22,2.08,,0.5,,0.98,,,,,
5043,Lakes & Tanks ,"Mysamma Cheruvu, Kukatpally, Balangar, Medchal- Malkajgiri Dist.",Medchal Malkajgiri,Medchal,Warangal,05.10.2023,03.50 pm,others,others,municipal sewage,domestic effluents,clear,Less than 50 cm,yes,light green,septic,,26,0.3,6.97,1442,12,8.96,,21,430,6,,,,14,5,325,172,159,7,3.84,,340,205,82,135,32.8,106,,894,760,12,2.64,,0.5,,1.28,,,,,
5044,Lakes & Tanks ,"Sudalavani Kunta, (Sunnam Cheruvu), Allapur, Balanagar,Medchal-Malkajgiri dist.",Medchal Malkajgiri,Medchal,Warangal,06.10.2023,12.40 pm,others,others,domestic sewage,none,sunny,none ,no,light brown,septic,,29,0.3,6.7,960,8,5.86,,21,540,8.1,,,,17,5,220,128,111,5.2,2.94,,230,140,56,90,21.87,56,,576,420,13,2.18,,0.5,,1.14,,,,,
5045,Lakes & Tanks ,"MothkulaKunta, Machabollaram, Alwal, Medchal- Malkajgiri Dist.",Medchal Malkajgiri,Medchal,Warangal,06.10.2023,12.30 pm,others,others,municipal sewage,domestic effluents,clear,Less than 50cm,yes,light green,septic,,28,1,6.89,1492,5.6,7.24,,24,350,4,,,,21,5,365,147,66,7,2.84,,375,225,90,150,36.45,89,,924,780,17,2.21,,0.5,,1.2,,,,,
5046,Lakes & Tanks ,"Chintal Cheruvu, Gajularamaram, Quthbullapur, Medchal- Malkajgiri Dist.",Medchal Malkajgiri,Medchal,Warangal,05.10.2023,03.50 pm,others,others,municipal sewage,domestic effluents,clear,Less than 50 cm,yes,light green,septic,,27,4,7.05,612,2.2,5.28,,17,280,2,,,,6,5,125,88,31,2.8,0.4,,135,80,32,55,13.37,44,,374,200,4,0.62,,0.5,,0.85,,,,,
5047,Lakes & Tanks ,"Mahaboob Kunta, Suraram,Quthubullapur, Medchal-Malkajgiri Dist.",Medchal Malkajgiri,Medchal,Warangal,05.10.2023,01.30pm,others,others,municipal sewage,domestic effluents,clear,Less than 50 cm,yes,light green,septic,,28,1.8,6.42,574,5.4,5.28,,14,48,1.8,,,,10,5,120,102,51,5.6,0.82,,125,75,30,50,12.15,38,,344,220,6,0.84,,0.5,,0.87,,,,,
5048,Lakes & Tanks ,"Bandam Cheruvu, Gajularamaram, Quthbullapur, Medchal- Malkajgiri Dist.",Medchal Malkajgiri,Medchal,Warangal,,,,,,,,,,,,,,No access,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5049,Lakes & Tanks ,"Meddela Kunta,Gajularamaram, Quthbullapur, Medchal- Malkajgiri Dist.",Medchal Malkajgiri,Medchal,Warangal,,,,,,,,,,,,,,No access,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5050,Lakes & Tanks ,"Venna Cheruvu, Jeedimetla,Quthbullapur, Medchal- Malkajgiri Dist.",Medchal Malkajgiri,Medchal,Warangal,06.10.2023,03.00 pm,others,others,municipal sewage,domestic effluents,clear,Less than 50 cm,yes,light green,septic,,27,1,7.08,1320,5.8,6.96,,27,430,8.1,,,,24,5,310,149,66,7,3.18,,325,190,76,135,32.8,85,,856,670,20,2.16,,0.5,,0.93,,,,,
5051,Lakes & Tanks ,"Chinna Bandam,Suraram,Quthubullapur, Medchal-Malkajgiri Dist.",Medchal Malkajgiri,Medchal,Warangal,05.10.2023,01.21 pm,others,others,municipal sewage,domestic effluents,clear,Less than 50 cm,yes,light green,septic,,28,1.8,6.93,839,5.4,6.28,,12,220,4,,,,14,5,195,93,54,5.6,0.96,,205,125,50,80,19.44,56,,512,420,12,1.28,,0.5,,0.91,,,,,
5052,Lakes & Tanks ,"Bakshi Kunta, Chandhanagar, Serilingampally, rangareddy Dist.",Medchal Malkajgiri,Ranga Reddy-I,Warangal,07.10.2023,08.30 am,others,others,none,none,sunny,Greater than 100 mts,no,clear,septic,,26,5.4,7.86,464,1.6,3.24,,12,240,Less than 1.8,,,,12,5,100,58,28,1.5,0.4,,110,65,26,45,10.94,32,,274,160,10,0.42,,0.5,,0.53,,,10.0,90.0,
5053,Lakes & Tanks ,"Ramamma Kunta, Gachibowli, Rangareddy Dist (Dr. YSR Toursim College)",Medchal Malkajgiri,Ranga Reddy-I,Warangal,05.10.2023,11.30 am,Others,gardening,rainwater,none,sunny,1mts,none,green,septic,,29,0.3,6.98,980,6.8,9.54,,17,430,6,,,,15,5,230,103,86,8.4,2.62,,240,145,58,95,23.09,62,,612,520,12,3.08,,0.5,,1.01,,,10.0,220.0,
5054,Lakes & Tanks ,"Komati Kunta, Gopanpally, Serilingampally, Rangareddy Dist.",Medchal Malkajgiri,Ranga Reddy-I,Warangal,05.10.2023,12.40 pm,others,fishing,none,none,sunny,none ,yes,light brown,septic,,29,2.8,7.34,703,4.8,6.54,,21,430,8.1,,,,14,5,155,100,43,5.6,0.92,,165,100,40,65,15.79,62,,428,340,12,1.84,,0.5,,0.97,,,10.0,145.0,
5055,Lakes & Tanks ,"Chinna Pedda Cheruvu, Gopanpally, Serilingampally, Rangareddy Dist.",Medchal Malkajgiri,Ranga Reddy-I,Warangal,05.10.2023,12.30 am,others,fishing,none,none,sunny,none ,no,light green,fishy,,29,5.6,6.99,444,1.4,1.28,,4,240,Less than 1.8,,,,8,5,90,65,20,1.5,0.4,,95,55,22,40,9.72,34,,266,180,6,0.33,,0.5,,0.45,,,,,
5056,Lakes & Tanks ,"Nayanamma Kunta, (Basupalli Cheruvu), Haffezpet, Serilingalpally, rangareddy Dist.",Medchal Malkajgiri,Ranga Reddy-I,Warangal,07.120.2023,11.00 am,others,others,sewage,none,clear,Greater than 100 m,yes,brown&black,septic,,27,1.8,7.14,969,5.2,4.62,,17,280,Less than 1.8,,,,12,5,250,88,64,5.6,1.98,,260,145,58,115,27.95,60,,604,450,18,2.66,,0.5,,1.06,,,10.0,240.0,
5057,Lakes & Tanks ,"Kudi Kunta, (Gaothami Lake), Kondapur, Serilingampally, Rangareddy Dist.",Medchal Malkajgiri,Ranga Reddy-I,Warangal,05.10.2023,01.40 pm,others,others,domestic sewage,none,sunny,none ,no,brown,septic,,29,0.3,7,1374,12,9.28,,17,430,6,,,,26,5,320,164,191,7,3.86,,335,205,82,130,31.59,102,,852,640,20,2.42,,0.5,,0.86,,,10.0,310.0,
5058,Lakes & Tanks ,"Regula Kunta, Miyapur, Serilingampally, Rangareddy Dist.",Medchal Malkajgiri,Ranga Reddy-I,Warangal,07.10.2023,09.00 am,bathing ghat,others,sewage,none,clear,Greater than 100 mts,no,light green,septic,,27,0.3,7.08,938,6.1,4.28,,17,220,Less than 1.8,,,,12,5,220,102,40,5.6,1.42,,225,125,50,100,24.3,66,,580,400,16,2.85,,0.5,,0.97,,,10.0,210.0,
5059,Lakes & Tanks ,"Gopi Cheruvu, Lingampally, Serilingampally, Rangareddy Dist.",Medchal Malkajgiri,Ranga Reddy-I,Warangal,05.10.2023,01.20 pm,others,others,domestic sewage,none,sunny,none ,none,light grreen,septic,,29,0.3,7.06,1312,10,8.64,,14,350,4,,,,22,5,310,152,132,8.4,3.52,,325,195,78,130,31.59,94,,814,620,16,1.88,,0.5,,0.87,,,10.0,300.0,
5060,Lakes & Tanks ,"Chakaalavani Cheruvu, Lingampally, Serilingampally, rangareddy Dist.",Medchal Malkajgiri,Ranga Reddy-I,Warangal,05.10.2023,01.15 pm,others,others,sewage,none,sunny,none ,no,light brown,septic,,28,0.3,7.29,1243,8,6.86,,17,350,2,,,,12,5,250,132,123,6.72,2.84,,258,135,54,123,29.89,118,,776,553,10,1.96,,0.5,,0.96,,,10.0,240.0,
5061,Lakes & Tanks ,"Peddakudi Cheruvu, Maqta Mahaboobpet,Serilingampally, rangareddy Dist.",Medchal Malkajgiri,Ranga Reddy-I,Warangal,07.10.2023,10.40 am,others,others,domestic sewage,none,sunny,Greater than 100 m,no,light brown,septic,,26,1,7.16,888,5.6,3.62,,4,280,Less than 1.8,,,,9,5,215,88,52,5.6,2.26,,220,130,52,90,21.87,64,,544,400,14,2.18,,0.5,,1.22,,,10.0,205.0,
5062,Lakes & Tanks ,"Gurunath Cheruvu, Miyapur, Serilingampally, rangareddy Dist.",Medchal Malkajgiri,Ranga Reddy-I,Warangal,07.10.2023,10.20 am,others,others,domestic sewage,none,sunny,Greater than 100 m,no,light brown,septic,,27,0.3,7.06,832,6.2,4.4,,17,350,2,,,,10,5,210,99,76,4.46,2.64,,235,125,50,110,26.73,28,,510,360,16,2.1,,0.5,,1.16,,,,,
